track_name,album_name,artist,all_artists,source_playlist,popularity,danceability,energy,tempo
WE DESTROY THE FAMILY,CHEB TERRO VS DJ DIE SOON,Cheb Terro vs DJ Die Soon,Cheb Terro vs DJ Die Soon,tunisian_doomer,0,0.699,0.529,126.016
ABTAL AL DIGITAL,CHEB TERRO VS DJ DIE SOON,Cheb Terro vs DJ Die Soon,Cheb Terro vs DJ Die Soon,tunisian_doomer,0,0.724,0.654,119.959
الكوكب الوطاني,COLLECTION OF CHEB TERRO X DJ HRIZEN,DJ Hrizen,"DJ Hrizen, Cheb terro",tunisian_doomer,8,0.647,0.823,121.024
الكوكب الوطاني,COLLECTION OF CHEB TERRO X DJ HRIZEN,Cheb terro,"DJ Hrizen, Cheb terro",tunisian_doomer,8,0.647,0.823,121.024
Al Wa7Da,Al Wa7Da,Cheb terro,Cheb terro,tunisian_doomer,29,0.634,0.595,82.927
GAINS,ONCE UPON A TIME IN 7OUMET 3AYCHA,BAXV,BAXV,tunisian_doomer,0,0.965,0.161,119.979
Say No To Pasta,Odyssey (Odd To See),BAXV,BAXV,tunisian_doomer,2,0.591,0.436,143.537
Nfous,10 Marra,El Castro,El Castro,zzh5,29,0.716,0.591,141.935
Ma Te9efch,10 Marra,El Castro,"El Castro, A.L.A",zzh5,23,0.792,0.429,107.997
Ma Te9efch,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,23,0.792,0.429,107.997
10 Marra,10 Marra,El Castro,"El Castro, A.L.A",zzh5,33,0.803,0.625,103.95
10 Marra,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,33,0.803,0.625,103.95
Zandieni IV,10 Marra,El Castro,El Castro,zzh5,23,0.645,0.666,86.505
Zandieni V,10 Marra,El Castro,El Castro,zzh5,29,0.554,0.529,86.645
Wake Up,10 Marra,El Castro,"El Castro, A.L.A",zzh5,32,0.801,0.554,134.967
Wake Up,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,32,0.801,0.554,134.967
Oasis,10 Marra,El Castro,"El Castro, Cuzama, K-2ouj",zzh5,17,0.817,0.724,120.018
Oasis,10 Marra,Cuzama,"El Castro, Cuzama, K-2ouj",zzh5,17,0.817,0.724,120.018
Oasis,10 Marra,K-2ouj,"El Castro, Cuzama, K-2ouj",zzh5,17,0.817,0.724,120.018
L.E.V.E.L .6,10 Marra,El Castro,"El Castro, A.L.A",zzh5,38,0.668,0.443,123.994
L.E.V.E.L .6,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,38,0.668,0.443,123.994
Celebrate Freestyle,10 Marra,El Castro,"El Castro, A.L.A",zzh5,40,0.675,0.6,180.549
Celebrate Freestyle,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,40,0.675,0.6,180.549
Mahich Mte3ek,10 Marra,El Castro,"El Castro, A.L.A",zzh5,23,0.734,0.38,84.868
Mahich Mte3ek,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,23,0.734,0.38,84.868
Saha Saha Bel 9dar,10 Marra,El Castro,"El Castro, A.L.A",zzh5,30,0.874,0.565,112.075
Saha Saha Bel 9dar,10 Marra,A.L.A,"El Castro, A.L.A",zzh5,30,0.874,0.565,112.075
Nikha Fi Hit,Mixtape ماذافاكر,El Castro,"El Castro, A.L.A",zzh5,28,0.84,0.517,111.035
Nikha Fi Hit,Mixtape ماذافاكر,A.L.A,"El Castro, A.L.A",zzh5,28,0.84,0.517,111.035
Time Off,Mixtape ماذافاكر,El Castro,El Castro,zzh5,23,0.706,0.567,156.018
Ma Tehsbouch,Mixtape ماذافاكر,El Castro,El Castro,zzh5,15,0.874,0.461,100.101
Ma Te5ouch 3lihom,Mixtape ماذافاكر,El Castro,El Castro,zzh5,16,0.707,0.643,91.968
Fake Level (Bonus Freestyle),Mixtape ماذافاكر,El Castro,El Castro,zzh5,15,0.601,0.441,192.09
Back To Black (Freestyle),Mixtape ماذافاكر,El Castro,El Castro,zzh5,15,0.832,0.32,139.948
Johnny Blaze,Mixtape ماذافاكر,El Castro,El Castro,zzh5,15,0.685,0.593,96.097
Moch Mel Youm,Mixtape ماذافاكر,El Castro,"El Castro, A.L.A",zzh5,23,0.853,0.322,115.956
Moch Mel Youm,Mixtape ماذافاكر,A.L.A,"El Castro, A.L.A",zzh5,23,0.853,0.322,115.956
Outro,Mixtape ماذافاكر,El Castro,El Castro,zzh5,13,0.653,0.643,87.504
Intro New Bitch,New Bitch Mixtape,El Castro,El Castro,zzh5,26,0.823,0.502,155.971
Hina Maysara,New Bitch Mixtape,El Castro,"El Castro, A.L.A",zzh5,42,0.795,0.558,119.92
Hina Maysara,New Bitch Mixtape,A.L.A,"El Castro, A.L.A",zzh5,42,0.795,0.558,119.92
King,New Bitch Mixtape,El Castro,El Castro,zzh5,27,0.642,0.437,93.853
Freezstyle,New Bitch Mixtape,El Castro,"El Castro, A.L.A",zzh5,24,0.839,0.708,141.993
Freezstyle,New Bitch Mixtape,A.L.A,"El Castro, A.L.A",zzh5,24,0.839,0.708,141.993
Retroviseur,New Bitch Mixtape,El Castro,"El Castro, A.L.A",zzh5,36,0.793,0.49,144.024
Retroviseur,New Bitch Mixtape,A.L.A,"El Castro, A.L.A",zzh5,36,0.793,0.49,144.024
Kids,New Bitch Mixtape,El Castro,"El Castro, A.L.A",zzh5,28,0.602,0.487,88.77
Kids,New Bitch Mixtape,A.L.A,"El Castro, A.L.A",zzh5,28,0.602,0.487,88.77
Pelican Bay,New Bitch Mixtape,El Castro,"El Castro, A.L.A, Gas",zzh5,25,0.857,0.575,122.029
Pelican Bay,New Bitch Mixtape,A.L.A,"El Castro, A.L.A, Gas",zzh5,25,0.857,0.575,122.029
Pelican Bay,New Bitch Mixtape,Gas,"El Castro, A.L.A, Gas",zzh5,25,0.857,0.575,122.029
Allah Khir,New Bitch Mixtape,El Castro,El Castro,zzh5,19,0.565,0.761,88.007
Bang Out,New Bitch Mixtape,El Castro,El Castro,zzh5,18,0.412,0.681,74.911
Egoism,New Bitch Mixtape,El Castro,El Castro,zzh5,24,0.706,0.597,87.132
Freestyle,New Bitch Mixtape,El Castro,El Castro,zzh5,16,0.786,0.815,90.023
Gnace Guillotine,New Bitch Mixtape,El Castro,El Castro,zzh5,21,0.62,0.858,92.129
Houres,New Bitch Mixtape,El Castro,El Castro,zzh5,20,0.612,0.793,86.172
Or Not,New Bitch Mixtape,El Castro,El Castro,zzh5,18,0.692,0.377,93.004
Royal Buisness,New Bitch Mixtape,El Castro,El Castro,zzh5,17,0.722,0.611,85.025
Sabr,New Bitch Mixtape,El Castro,El Castro,zzh5,21,0.641,0.538,88.923
Zandieni I,New Bitch Mixtape,El Castro,El Castro,zzh5,20,0.686,0.781,86.032
Zandieni II,New Bitch Mixtape,El Castro,El Castro,zzh5,21,0.705,0.499,85.957
Zandieni III,New Bitch Mixtape,El Castro,El Castro,zzh5,24,0.586,0.637,91.951
Hell Of Night,New Bitch Mixtape,El Castro,El Castro,zzh5,21,0.785,0.53,120.042
Intro Old Bitch - تقبيجة,Old Bitch Mixtape,El Castro,El Castro,zzh5,24,0.795,0.762,105.757
The Usual Suspect - المشبوه,Old Bitch Mixtape,El Castro,El Castro,zzh5,23,0.826,0.754,95.985
Fuckers - سيدي نيك,Old Bitch Mixtape,El Castro,El Castro,zzh5,17,0.653,0.448,89.983
Old Bitch - قحبة قديمة,Old Bitch Mixtape,El Castro,El Castro,zzh5,18,0.523,0.772,83.222
Kisses - قبلة,Old Bitch Mixtape,El Castro,El Castro,zzh5,17,0.728,0.795,91.514
Just For You,Old Bitch Mixtape,El Castro,El Castro,zzh5,16,0.737,0.635,87.992
Metal Slug Mission 01,Old Bitch Mixtape,El Castro,"El Castro, A.L.A",zzh5,36,0.706,0.744,86.012
Metal Slug Mission 01,Old Bitch Mixtape,A.L.A,"El Castro, A.L.A",zzh5,36,0.706,0.744,86.012
Indiscriminate Bombing,Old Bitch Mixtape,El Castro,El Castro,zzh5,16,0.712,0.809,90.02
Fuck U - تباً لك,Old Bitch Mixtape,El Castro,"El Castro, Black T",zzh5,16,0.775,0.823,100.311
Fuck U - تباً لك,Old Bitch Mixtape,Black T,"El Castro, Black T",zzh5,16,0.775,0.823,100.311
They Think - فيبالهم,Old Bitch Mixtape,El Castro,El Castro,zzh5,14,0.617,0.777,81.494
Enchalah,To The Glory,El Castro,El Castro,zzh5,0,0.781,0.532,140.048
Hamdoulah,To The Glory,El Castro,El Castro,zzh5,0,0.687,0.542,151.797
Gameboy / Zandyeni Pt. 2,To The Glory,El Castro,El Castro,zzh5,0,0.774,0.473,93.927
W.I.G,To The Glory,El Castro,El Castro,zzh5,0,0.666,0.704,176.04
Y3arfouni,To The Glory,El Castro,El Castro,zzh5,0,0.622,0.794,94.836
Chay May,To The Glory,El Castro,El Castro,zzh5,0,0.722,0.724,123.087
Malla Rwayak,To The Glory,El Castro,El Castro,zzh5,0,0.789,0.62,149.87
5obza Morra,To The Glory,El Castro,"El Castro, A.L.A",zzh5,0,0.718,0.742,152.024
5obza Morra,To The Glory,A.L.A,"El Castro, A.L.A",zzh5,0,0.718,0.742,152.024
Ma Te9efch,Ma Te9efch,El Castro,"El Castro, A.L.A",zzh5,12,0.822,0.419,107.947
Ma Te9efch,Ma Te9efch,A.L.A,"El Castro, A.L.A",zzh5,12,0.822,0.419,107.947
